Identifiant espace vert;Typologie d'espace vert;Catégorie;Adresse - Numéro;Adresse - Complément;Adresse - type voie;Adresse - Libellé voie;Code postal;Surface calculée;Superficie totale réelle;Surface horticole;Présence cloture;Périmètre;Année de l'ouverture;Année de rénovation;Ancien nom de l'espace vert;Année de changement de nom;Nombre d'entités;Ouverture 24h_24h;ID_DIVISION;ID_ATELIER_HORTICOLE;IDA3D_ENB;SITE_VILLES;ID_EQPT;Compétence
11294;Décorations sur la voie publique;Jardin;83;;BOULEVARD;FLANDRIN;75016;298;289;289;Non;112.75433356;;;;;1;;116;30;59591;4032;5050;CA
11224;Promenades ouvertes;Jardin;94;;RUE;CURIAL;75019;5251;5400;1984;Oui;395.24953187;2012;;;;1;Non;119;42;202853;5723;7085;CA
10279;Décorations sur la voie publique;Jardiniere;4;;PORT DU;GROS CAILLOU;75007;48;50;50;Non;60.06150659;;;;;4;;101;6;JDE7208;SV;7208;CA
865;Promenades ouvertes;Square;238;BIS;RUE DE;CHARENTON;75012;2292;2479;692;Oui;192.65087849;1900;;;1933;1;Oui;111;15;49683;3890;3621;CA
11361;Murs végétalisés;Murs vegetalises;50;;RUE DE;CHARONNE;75011;6;;;Non;12.98784683;2012;;;;1;;111;11;JDE9422;SV;9422;CP
866;Promenades ouvertes;Square;5;;RUE;MARCEL DUBOIS;75012;3736;3687;1498;Oui;271.5662661;1936;;;;1;Non;111;16;49842;3874;3709;CA
11190;Murs végétalisés;Murs vegetalises;21;;ALLEE;DARIUS MILHAUD;75019;49;;;Non;132.09414228;2004;;;;14;;119;41;JDE7557;SV;7557;CP
10941;Décorations sur la voie publique;Jardiniere;52;;RUE;DOMBASLE;75015;16;28;28;Non;24.3710262;;;;;2;;115;28;JDE7425;SV;7425;CA
10740;Décorations sur la voie publique;Jardiniere;4;;AVENUE DES;GOBELINS;75005;161;332;332;Non;189.03571701;;;;;10;;113;4;JDE7172;SV;7172;CA
10263;Décorations sur la voie publique;Decoration;2;;BOULEVARD;SAINT-MARCEL;75005;1259;1209;1209;Non;1198.73420101;;;;;50;;113;18;JDE7191;SV;7191;CA
10407;Décorations sur la voie publique;Jardiniere;19;;RUE D';ARCUEIL;75014;7;5;5;Non;11.38493134;;;;;1;;114;21;JDE7377;SV;7377;CA
10904;Décorations sur la voie publique;Jardiniere;34;;RUE;PETIT;75019;163;184;184;Non;77.15669971;;;;;2;;119;42;JDE7535;SV;7535;CA
10855;Décorations sur la voie publique;Jardiniere;4;P;RUE;JEAN OESTREICHER;75017;504;555;555;Non;254.99926404;;;;;4;;117;34;JDE7491;SV;7491;CA
10820;Décorations sur la voie publique;Jardiniere;3;;AVENUE DU;PRESIDENT WILSON;75016;595;588;588;Non;615.89197393;;;;;10;;116;33;JDE7440;SV;7440;CA
429;Cimetières;Cimetière;57;;RUE;CLAUDE LORRAIN;75016;7169;7200;;Oui;347.96443616;1800;;;;1;Non;17;155;59792;4108;5074;CP
10308;Décorations sur la voie publique;Decoration;7;;PASSAGE;BULLOURDE;75011;107;89;89;Non;96.47047554;;;;;4;;111;11;JDE7251;SV;7251;CA
10887;Décorations sur la voie publique;Jardiniere;1;;RUE;GASTON COUTE;75018;59;54;54;Non;52.050019;;;;;2;;118;37;JDE6231;SV;6231;CA
11328;Promenades ouvertes;Square;0;;COURS;MARIGNY;94300;6942;6943;;Non;415.4257834;;;Marigny;;1;;7;50;106241;A94080;7995;CP
10774;Décorations sur la voie publique;Decoration;148;;RUE DU;CHATEAU DES RENTIERS;75013;211;289;289;Non;111.0008352;;;;;2;;113;163;JDE7341;SV;7341;CA
10929;Décorations sur la voie publique;Jardiniere;3;;RUE;FERNAND FOUREAU;75012;226;107;107;Non;93.1815404;;;;;2;;111;16;JDE7287;SV;7287;CA
10345;Décorations sur la voie publique;Decoration;83;;BOULEVARD;VINCENT AURIOL;75013;1016;1571;1571;Non;335.80522792;;;;;6;;113;18;JDE7302;SV;7302;CA
10257;Décorations sur la voie publique;Jardiniere;1;;PLACE DE L';ESTRAPADE;75005;166;145;145;Non;143.44487443;;;;;3;;113;4;JDE7185;SV;7185;CA
10980;Décorations sur la voie publique;Jardiniere;164;BIS;AVENUE D';ITALIE;75013;55;40;40;Non;50.72507213;2006;;;;2;;113;20;JDE7354;SV;7354;CA
10750;Décorations sur la voie publique;Jardiniere;29;BIS;RUE;HERMEL;75018;43;43;43;Non;49.35903835;;;;;3;;118;38;JDE6211;SV;6211;CA
446;Promenades ouvertes;Square;8;;PLACE DE LA;PORTE DE CHAMPERRET;75017;1911;1825;1210;Oui;196.50910435;1931;;;1935;1;Non;117;34;61318;4311;3532;CA
11229;Promenades ouvertes;Jardin;242;;RUE;LECOURBE;75015;2577;2500;1875;Oui;400.45475041;2011;;SQUARE DES RUES CROIX-NIVERT- CONVENTION;2017;1;Non;115;25;77137;3219;7691;CA
11209;Murs végétalisés;Murs vegetalises;197;;RUE DU;TEMPLE;75003;0;;;Non;3.19521749;2008;;;;2;;101;2;JDE7132;SV;7132;CA
11397;Ephémères, partagés, pédagogiques;Jardin partage;16;;IMPASSE;BERTHAUD;75003;78;75;75;Oui;35.568733280000004;2008;;LES 1001 FEUILLES;;1;Non;101;2;42691;927;8155;CA
11436;Murs végétalisés;Murs vegetalises;4;V;ALLEE DES;CYGNES;75015;142;;;Non;54.82603015;2004;;;;1;;115;26;JDE9424;4302;9424;CP
10947;Décorations sur la voie publique;Plate-bande;2;X;AVENUE;PAUL DOUMER;75016;126;170;170;Non;213.83933192;;;;;1;;116;33;JDE7450;SV;7450;CA
11177;Murs végétalisés;Murs vegetalises;2;;RUE DU;COMMANDANT SCHLOESING;75016;39;;;Non;217.07154096;2005;;;;1;;116;33;JDE7473;1112;7473;CP
11178;Murs végétalisés;Murs vegetalises;32;;RUE;PARENT DE ROSAN;75016;38;;;Non;155.62523924;2008;;;;1;;116;32;JDE7474;SV;7474;CP
10720;Décorations sur la voie publique;Jardiniere;1;U;RUE DES;TAPISSERIES;75017;1117;1078;1078;Non;573.53275404;;;;;12;;117;35;JDE7489;SV;7489;CA
526;Promenades ouvertes;Square;10;;PLACE;HEBERT;75018;2231;1980;798;Oui;185.87363126;1906;;;1939;1;Non;118;39;62803;1114;3660;CA
663;Promenades ouvertes;Jardin;2;;RUE DU;DOCTEUR LAMAZE;75019;8331;14510;6857;Non;915.74567294;1975;1981;;;1;Oui;119;42;67971;673;3362;CA
11466;Décorations sur la voie publique;Jardiniere;234;;RUE DE;CRIMEE;75019;28;30;30;Non;21.49736635;;;;;1;;119;42;JDE8336;SV;8336;CA
11496;Décorations sur la voie publique;Plate-bande;6;BIS;BOULEVARD;DELESSERT;75016;617;650;650;Non;215.96157311;;2017;;;1;;116;33;JDE10408;SV;10408;CA
939;Jardinets décoratifs;Talus;8;;RUE;CHARLES RENOUVIER;75020;1498;1740;1345;Oui;335.00597287;1922;;;;3;Non;120;46;70643;3407;4480;CA
11582;Périphérique;Talus;0;;;;75012;200;;;Non;117.24063107;;;;;1;;9;;0;0;0;0
630;Périphérique;Talus;0;;;;75018;2442;;;Non;619.99756795;;;;;1;;999;;0;0;0;0
11602;Périphérique;Talus;1;V;VOIE;BF/17;75017;1051;1120;1120;Non;253.26205133;;;Porte Maillot 54 B;;1;;117;34;0;SV;9408;CP
269;Périphérique;Talus;0;;;;75013;1659;;;Non;393.79216659;;;;;1;;9;;0;0;0;0
380;Périphérique;Talus;0;;;;75015;1602;;;Non;386.66575259;;;;;1;;9999;;0;0;0;0
390;Périphérique;Talus;0;;;;75015;649;;;Non;164.71309045;;;;;1;;9999;;0;0;0;0
11640;Périphérique;Talus;0;;;;75015;240;;;Non;73.88589166;;;;;1;;9999;;0;0;0;0
11658;Périphérique;Talus;0;;;;75016;2333;;;Non;219.75801858;;;;;1;;9999;;0;0;0;0
11665;Périphérique;Talus;0;;;;75016;2131;;;Non;364.40804095;;;;;1;;9999;;0;0;0;0
435;Périphérique;Talus;0;;;;75016;2280;;;Non;646.12622402;;;;;1;;999;;0;0;0;0
11715;Promenades ouvertes;Jardin;11;;RUE;ALPHONSE BOUDARD;75013;2564;2500;1557;Non;235.59325657;2018;;JARDIN CHARCOT;2019;1;Oui;113;18;0;5626;10231;CA
11731;Murs végétalisés;Murs vegetalises;14;;AVENUE;JEAN MOULIN;75014;0;;;Non;3.15233547;2016;;;;1;;114;22;JDE9618;SV;9618;CA
11753;Murs végétalisés;Murs vegetalises;9;;RUE;POLONCEAU;75018;4;;;Non;24.07691067;2016;;;;1;;118;39;JDE9628;SV;9628;CA
11611;Périphérique;Talus;0;;;;75013;189;;;Non;78.00793637;;;;;1;;9;;0;0;0;0
11769;Promenades ouvertes;Promenade;22;;RUE DE;MONTEMPOIVRE;75012;11854;11800;;Oui;1219.1072682;2019;;;;1;Non;111;13;339447;5881;10531;CP
11832;Ephémères, partagés, pédagogiques;Jardin partage;20;;RUE;ORTOLAN;75005;282;240;240;Oui;;2017;;LE NID DE L'ORTOLAN;;3;Non;113;4;0;204;0;0
11841;Ephémères, partagés, pédagogiques;Jardin partage;1;;RUE;ELIE FAURE;75012;570;500;500;Oui;;2017;;JARDIN FAURE'MIDABLE;;1;Non;111;16;0;5047;0;0
11870;Ephémères, partagés, pédagogiques;Jardin partage;12;;RUE;CRISTINO GARCIA;75020;515;525;525;Oui;;;;LE CLOS GARCIA;;1;Non;120;47;0;802;0;0
11876;Ephémères, partagés, pédagogiques;Jardin partage;3;;RUE;GASNIER GUY;75020;399;413;413;Oui;;2006;;;;1;Non;120;44;0;4655;6699;CP
11897;Murs végétalisés;Murs vegetalises;329;;RUE DE;CHARENTON;75012;11;;;Non;;9999;;;;0;;111;13;JDE9606;SV;9606;CA
11300;Jardinets décoratifs;Talus;2;;RUE;MARYSE BASTIE;75013;411;164;164;Oui;147.44027191;;;;;1;Non;113;17;0;2029;0;CP
11956;Décorations sur la voie publique;Jardiniere;59;;BOULEVARD;VOLTAIRE;75011;;300;300;Non;;2019;;;;18;;111;11;JDE10860;SV;10860;CA
11959;Décorations sur la voie publique;Jardiniere;1;;RUE;GERBERT;75015;468;510;510;Non;;2019;;;;13;;115;25;JDE10849;SV;10849;CA
11974;Décorations sur la voie publique;Jardiniere;;;AVENUE DE;SAINT-MANDE;75012;1589;1165;1165;Non;;2020;;;;24;;111;13;JDE10868;SV;10868;CA
12010;Décorations sur la voie publique;Jardiniere;1;;RUE;LACHARRIERE;75011;88;90;90;Non;;2020;;;;2;;111;11;JDE11589;SV;11589;CP
12023;Murs végétalisés;Murs vegetalises;2;;RUE;EDOUARD QUENU;75005;;6;6;Non;;2019;;;;2;;113;4;0;SV;0;CP
12031;Murs végétalisés;Murs vegetalises;29;;RUE;PASQUIER;75008;;15;15;Non;;2015;;SQUARE LOUIS XVI;;1;;104;8;0;SV;0;0
12049;Murs végétalisés;Murs vegetalises;26;;RUE DE LA;FORGE ROYALE;75011;;342;342;Non;;2018;;SQUARE LOUIS MAJORELLE;;1;;111;11;0;318;0;0
12050;Murs végétalisés;Murs vegetalises;13;;RUE;MERLIN;75011;;40;40;Non;;2019;;SQUARE MARCEL RAJMAN;;2;;111;12;0;2012;0;0
12059;Murs végétalisés;Murs vegetalises;125;;AVENUE DU;GENERAL MICHEL BIZOT;75012;;28;28;Non;;2016;;COULEE VERTE RENE DUMONT - PROMENADE DE LA RUE DU SAHEL;;1;;111;13;0;928;0;0
12074;Murs végétalisés;Murs vegetalises;13;;RUE;JULIA BARTET;75014;;17;17;Non;;2015;;JARDIN ANNA MARLY;;1;;114;23;0;537;0;0
12083;Murs végétalisés;Murs vegetalises;1;;RUE;PATURLE;75014;;6;6;Non;;2018;;SQUARE PATURLE;;1;;114;23;0;343;0;0
12109;Murs végétalisés;Murs vegetalises;22;;CHAUSSEE DE LA;MUETTE;75016;;24;24;Non;;2015;;JARDIN DU RANELAGH;;1;;116;31;0;387;0;0
12132;Murs végétalisés;Murs vegetalises;2;;RUE DE LA;CLOTURE;75019;;171;171;Non;;2018;;JARDINIERES T3 RUE DE LA CLOTURE - BD MACDONALD;;1;;119;41;0;SV;0;0
12138;Murs végétalisés;Murs vegetalises;18;;AVENUE DE LA;PORTE D'AUBERVILLIERS;75019;;171;171;Non;;2016;;MAIL EMILE BOLLAERT;;1;;119;41;0;3109;0;0
11977;Décorations sur la voie publique;Jardiniere;19;;RUE;FRANCIS DE CROISSET;75018;171;170;170;Non;;2020;;;;4;;118;38;JDE10871;SV;10871;CA
12150;Murs végétalisés;Murs vegetalises;48;;BOULEVARD;DAVOUT;75020;;8;8;Non;;2016;;JARDIN JANIS JOPLIN;;1;;120;47;0;1980;0;0
12166;Décorations sur la voie publique;Jardiniere;11;;RUE DE LA;PRESENTATION;75011;36;35;35;Non;;2020;;;;2;;111;11;JDE11677;SV;11677;CP
12178;Ephémères, partagés, pédagogiques;Jardin partage;12;A;RUE;ELLA FITZGERALD;75019;2346;2300;;Oui;;;;JARDIN21;;1;Non;119;41;0;5730;11500;CP
12911;Murs végétalisés;Murs vegetalises;38;;RUE;BERTON;75016;;;;Non;;9999;;;;1;;116;33;JDE11870;SV;11870;CP
12924;Décorations sur la voie publique;Jardiniere;1;;PLACE;FRANCOISE DORIN;75017;83;80;80;Non;;2020;;;;6;;117;35;JDE11885;SV;11885;CP
12935;Décorations sur la voie publique;Jardiniere;1;;RUE;BLANCHARD;75020;129;130;130;Non;;2020;;;;6;;120;47;JDE11949;SV;11949;CP
61;Promenades ouvertes;Promenade;56;B;RUE DE;VAUGIRARD;75006;946;990;354;Non;159.26880028;1936;;SQUARE DE LA RUE BONAPARTE;2012;1;Oui;114;5;45256;4153;4966;CA
825;Promenades ouvertes;Jardin;14;;IMPASSE;BERTHAUD;75003;3920;3707;2401;Oui;315.48248155;1987;2007;JARDIN DE L'HOTEL SAINT-AIGNAN;2006;1;Non;101;2;42692;927;3335;CA
76;Promenades ouvertes;Square;1;;RUE DE;BABYLONE;75007;6765;7202;4251;Oui;358.30239998;1870;;;1912;1;Non;101;6;45405;3629;3470;CA
34;Promenades ouvertes;Jardin;16;;RUE;JEAN DE BEAUVAIS;75005;400;365;313;Oui;79.6329587;1910;;;;1;Oui;113;4;44564;3739;3392;CA
171;Promenades ouvertes;Square;2;;RUE;JULES LEMAITRE;75012;2808;3036;1149;Oui;232.30831827;1959;;;;1;Non;111;16;50706;4288;3577;CA
86;Promenades ouvertes;Jardin;147;;RUE DE;GRENELLE;75007;1727;1209;445;Oui;326.38125769;1987;;JARDIN DE L'EGLISE SAINT-JEAN-DENYS-BUHLER;2021;1;Non;101;6;45645;3636;4976;CP
312;Promenades ouvertes;Jardin;8;;AVENUE DE LA;SIBELLE;75014;1995;2650;2000;Oui;197.68572989;2001;;JARDIN DE LA ZAC D'ALESIA;2019;1;Non;114;21;55703;3096;3354;CA
454;Promenades ouvertes;Promenade;8;;BOULEVARD DE;REIMS;75017;6222;5980;3859;Oui;579.64819148;1977;;;1991;1;Non;117;35;61135;3677;3442;CA
449;Promenades ouvertes;Square;44;T;RUE;LANTIEZ;75017;3889;3750;2010;Oui;309.70018053;1940;;;;1;Non;117;36;60752;865;3620;CA
769;Promenades ouvertes;Jardin;60;;RUE DE LA;JUSTICE;75020;431;416;80;Oui;101.20741927;1980;;;;1;Non;120;45;68846;3419;3381;CA
10022;Promenades ouvertes;Square;27;;RUE;MARC SEGUIN;75018;926;980;250;Oui;126.20210246;2005;;JARDIN DU 32 RUE MARC SEGUIN;;1;Non;118;39;62517;4151;6136;CA
10139;Promenades ouvertes;Jardin;17;;RUE;TITON;75011;4795;4660;3400;Oui;399.03771449;2007;;DE LA CITE PROST;2007;1;Non;111;11;48658;394;3331;CA
743;Promenades ouvertes;Square;165;;RUE DES;PYRENEES;75020;2698;2630;1668;Oui;235.98635389;1933;;;;1;Non;120;46;69144;200;3611;CA
893;Jardinets décoratifs;Jardinet;14;W;ALLEE;GEORGES BESSE;75014;91;72;72;Non;105.24248807;2005;;;;6;;114;5;55850;919;3795;CA
10970;Jardinets décoratifs;Jardinet;1;V;PLACE;PIERRE LAZAREFF;75002;54;65;65;Oui;49.85202025;2003;;;;2;Non;101;1;41674;3393;6659;CA
11276;Ephémères, partagés, pédagogiques;Jardin partage;2;A;RUE DES;MARINIERS;75014;487;400;400;Oui;141.3386087;2004;;;;1;Non;114;23;54751;844;0;0
11277;Ephémères, partagés, pédagogiques;Jardin partage;2;;RUE DE LA;MANUTENTION;75016;367;300;300;Oui;116.06811488;;;;;1;Non;116;33;0;3816;6678;CP
11156;Murs végétalisés;Murs vegetalises;4;;PLACE;PINEL;75013;1;;;Non;7.18897914;2006;;;;1;;113;18;JDE7368;SV;7368;CP
10194;Décorations sur la voie publique;Decoration;41;;RUE;TIQUETONNE;75002;83;42;42;Non;44.74871148;;;;;1;;101;1;JDE7112;SV;7112;CA
8;Promenades ouvertes;Square;50;;RUE DE;BRETAGNE;75003;7695;7965;3751;Oui;373.72661729;1857;;SQUARE DU TEMPLE;2016;1;Non;101;2;42407;342;3572;CA
88;Promenades ouvertes;Promenade;14;;QUAI;BRANLY;75007;10801;20756;7217;Non;1969.13631569;1941;;PROMENADE QUAI BRANLY;2008;1;Oui;101;7;45595;3029;4977;CP
175;Promenades ouvertes;Square;175;;RUE DE;CHARENTON;75012;1081;1256;936;Oui;131.15476097;1978;;;1997;1;Non;111;15;50371;3887;3591;CA
195;Promenades ouvertes;Jardin;30;;RUE DU;RENDEZ-VOUS;75012;6242;6300;3650;Oui;544.95637843;1995;2007;CITE DEBERGUE;2007;1;Non;111;16;49733;760;3539;CA
867;Promenades ouvertes;Square;2;;AVENUE DE LA;PORTE DE VINCENNES;75012;914;920;500;Oui;125.77023032;2003;;;;1;Non;111;16;50628;1352;3684;CA
372;Promenades ouvertes;Square;5;;AVENUE DE LA;PORTE BRANCION;75015;2585;3510;1618;Oui;293.95180162;1995;;BRANCION SNCF;;1;Non;115;28;57982;1463;3373;CA
332;Promenades ouvertes;Square;141;;BOULEVARD DE;GRENELLE;75015;1140;1377;727;Oui;153.47569139;1881;;;;1;Non;115;25;57582;3234;3594;CA
557;Promenades ouvertes;Jardin;8;;RUE DE LA;MADONE;75018;784;700;500;Oui;147.26113024;2005;;JARDIN EVANGILE;;1;Non;118;39;62467;4084;6135;CA
671;Promenades ouvertes;Square;60;;RUE;COMPANS;75019;1485;1450;790;Oui;258.0264726;1995;;;;1;Non;119;43;64793;3030;3583;CA
453;Promenades ouvertes;Square;1;;BOULEVARD DE LA;SOMME;75017;11104;11344;6938;Oui;458.40607786;1976;;;;1;Non;117;35;61036;921;3689;CA
771;Promenades ouvertes;Square;8;;RUE DES;PRUNIERS;75020;942;1750;528;Oui;132.36262708;1983;;;;1;Non;120;44;70121;235;3514;CA
672;Promenades ouvertes;Mail;18;;AVENUE DE LA;PORTE D'AUBERVILLIERS;75019;7530;9160;7495;Non;779.33112705;2000;;;;1;Oui;119;41;67236;3109;3437;CA
762;Promenades ouvertes;Square;74;;RUE;DE LA REUNION;75020;2024;1994;901;Oui;279.45718872;1987;2011;;;1;Non;120;46;206458;3167;3498;CA
751;Promenades ouvertes;Jardin d'immeubles;7;;RUE;HENRI DUVERNOIS;75020;8829;18150;12975;Non;670.56321711;1961;;;;1;Oui;120;46;69228;1494;3374;CA
892;Jardinets décoratifs;Jardinet;1;;RUE DE;GERGOVIE;75014;89;25;25;Oui;56.60012563;;;;;2;Non;114;22;54719;1123;3817;CA
193;Jardinets décoratifs;Jardinet;3;;PLACE;MAURICE DE FONTENAY;75012;461;420;342;Oui;149.33905874;1965;;;;1;Non;111;15;50141;535;3727;CA
418;Promenades ouvertes;Square;8;;AVENUE DU;GENERAL SARRAIL;75016;9122;5760;4106;Oui;586.1476071;1978;;;1999;1;Non;116;31;59348;4046;3571;CA
10962;Décorations sur la voie publique;Jardiniere;2;;PLACE;FERDINAND BRUNOT;75014;40;20;20;Non;47.96666801;;;;;2;;114;22;54596;993;3821;CA
789;Ephémères, partagés, pédagogiques;Jardin partage;27;;RUE;PIXERECOURT;75020;89;90;90;Oui;40.68326285;1979;;;;1;Non;120;45;0;3412;9319;CA
10695;Décorations sur la voie publique;Jardinet;31;;RUE;PECLET;75015;76;177;177;Non;46.22604454;;;;;1;;115;25;JDE7406;SV;7406;CA
10034;Promenades ouvertes;Parc;2;;CARREFOUR DE LA;PYRAMIDE;75012;255335;371602;;Oui;2994.90856809;;;;;1;Non;7;51;51684;3705;6942;CP
832;Décorations sur la voie publique;Plate-bande;11;;RUE;COGNACQ-JAY;75007;865;852;852;Non;811.87629763;1932;;;;32;;101;6;JDE3810;SV;3810;CA
562;Jardinets décoratifs;Jardin;14;;RUE DES;SAULES;75018;2094;2038;1730;Oui;181.36106644;1984;;;;1;Non;118;37;63992;326;3387;CA
10087;Jardins privatifs;Jardinet;23;B;RUE;LAS CASES;75007;426;552;552;Oui;175.330877;;;;;2;Non;101;6;0;1134;4213 DAC;CP
11157;Murs végétalisés;Murs vegetalises;7;;RUE DE L';INDUSTRIE;75013;3;;;Non;27.40999529;2007;;;;1;;113;20;JDE7369;SV;7369;CP
923;Jardinets décoratifs;Talus;45;;RUE;PETIT;75019;1024;920;920;Oui;271.79452432;1986;;;;1;Non;119;42;66216;5037;4476;CA
10025;Promenades ouvertes;Promenade;87;B;AVENUE DES;TERNES;75017;2655;2580;1314;Oui;312.86418574;1989;;PROMENADE PEREIRE - RENNEQUIN / LAUGIER;2019;0;Non;117;34;61219;4047;3446;CA
11297;Décorations sur la voie publique;Jardiniere;17;;RUE;CAILLAUX;75013;22;22;22;Non;28.42633841;2014;;;;2;;113;163;JDE9662;SV;9662;CA
10790;Décorations sur la voie publique;Decoration;102;;AVENUE DU;GENERAL LECLERC;75014;191;150;150;Non;206.07789078;;;;;10;;114;23;JDE7373;SV;7373;CA
285;Promenades ouvertes;Square;1;;AVENUE;ERNEST REYER;75014;2708;2660;1575;Oui;213.34803719;1935;;;1946;1;Non;114;23;54449;3087;3622;CA
11358;Murs végétalisés;Murs vegetalises;58;;RUE DE;CHARONNE;75011;6;;;Non;12.98790979;2012;;;;1;;111;11;JDE9423;SV;9423;CP
10342;Décorations sur la voie publique;Decoration;53;V;AVENUE;EDISON;75013;228;289;289;Non;103.2042868;;;;;2;;113;163;JDE7299;SV;7299;CA
10944;Décorations sur la voie publique;Jardiniere;10;U;VILLA DE L';ASTROLABE;75015;62;50;50;Non;56.50625294;2004;;;;1;;115;24;JDE7431;SV;7431;CA
349;Promenades ouvertes;Square;30;;RUE;DESNOUETTES;75015;13580;14500;7872;Oui;505.53677658;1972;;;;1;Non;115;25;57383;129;3558;CA
11306;Décorations sur la voie publique;Jardiniere;28;;RUE;CANTAGREL;75013;137;126;126;Non;191.33822318;2012;;;;5;;113;17;JDE8346;SV;8346;CA
10036;Promenades ouvertes;Parc;1;X;ROUTE DE;SEVRES A NEUILLY;75016;227125;;;Oui;2416.06504336;;;;;1;Non;8;53;106635;3708;6943;CP
10243;Décorations sur la voie publique;Jardiniere;2;V;PLACE DE L';EMIR ABDELKADER;75005;102;95;95;Non;50.33437442;;;;;1;;113;4;JDE7171;SV;7171;CA
10245;Décorations sur la voie publique;Decoration;2;;BOULEVARD DE L';HOPITAL;75005;469;428;428;Non;433.51826056;;;;;14;;113;18;JDE7173;SV;7173;CA
11031;Décorations sur la voie publique;Jardiniere;31;B;RUE;FESSART;75019;30;28;28;Non;23.96559337;2004;;;;1;;119;40;JDE7550;SV;7550;CA
11195;Murs végétalisés;Murs vegetalises;29;;ALLEE;DARIUS MILHAUD;75019;97;;;Non;313.84732917;2006;;;;1;;119;41;JDE7561;SV;7561;CP
11197;Murs végétalisés;Murs vegetalises;47;;ALLEE;DARIUS MILHAUD;75019;6;;;Non;34.15861005;2007;;;;11;;119;41;JDE7563;SV;7563;CP
11027;Décorations sur la voie publique;Jardiniere;29;;ALLEE;DARIUS MILHAUD;75019;1013;1000;1000;Non;320.90603795;;2019;;;15;;119;41;JDE7548;SV;7548;CA
10901;Décorations sur la voie publique;Jardiniere;1;;PASSAGE DES;FOURS A CHAUX;75019;20;24;24;Non;18.57234538;;;;;1;;119;42;JDE7533;SV;7533;CA
10799;Décorations sur la voie publique;Jardiniere;77;;RUE DE;LOURMEL;75015;170;197;197;Non;162.86319661;;;;;5;;115;26;JDE7405;SV;7405;CA
10287;Décorations sur la voie publique;Jardiniere;4;;SQUARE DE;ROBIAC;75007;22;16;16;Non;22.892647750000002;;;;;1;;101;7;JDE7216;SV;7216;CA
10307;Décorations sur la voie publique;Decoration;82;;RUE;LEON FROT;75011;53;79;79;Non;72.86974621;;;;;3;;111;12;JDE7250;SV;7250;CA
10043;Promenades ouvertes;Jardin;11;;CHEMIN DE LA;CROIX CATELAN;75016;80234;80240;;Oui;1200.38094345;;;Pre Catelan;;1;Non;8;56;106634;3708;7805;CP
11323;Promenades ouvertes;Square;3;;AVENUE DU;GENERAL DE GAULLE;94300;873;873;;Oui;116.27903762;;;De Gaulle;;1;Non;7;48;73511;A94080;7996;CP
10336;Décorations sur la voie publique;Jardiniere;197;V;RUE DE;BERCY;75012;164;165;165;Non;49.30944449;;;;;1;;111;15;JDE7283;SV;7283;CA
276;Promenades ouvertes;Square;24;T;RUE;MOUTON-DUVERNET;75014;3889;3943;2357;Oui;266.24033666;1862;;;1946;1;Non;114;22;54697;3090;3585;CA
79;Promenades ouvertes;Square;105;;RUE DU;BAC;75007;3961;3928;1645;Oui;313.6177913;1939;;;;1;Non;101;6;45557;1071;3549;CA
10696;Décorations sur la voie publique;Decoration;2;;RUE DES;ROSIERS;75004;92;85;85;Non;164.61666008;;;;;8;;101;3;JDE7144;SV;7144;CA
10699;Décorations sur la voie publique;Decoration;20;;RUE;BEAUBOURG;75004;101;56;56;Non;154.23104106;;;;;1;;101;3;JDE7145;SV;7145;CA
10954;Décorations sur la voie publique;Jardinet;29;;QUAI DE LA;LOIRE;75019;225;205;205;Non;84.81845963;;;;;2;;119;42;JDE7525;SV;7525;CA
820;Jardinets décoratifs;Jardinet;1;;PLACE;PIERRE LAZAREFF;75002;406;449;446;Oui;261.77654909;1995;;SQUARE REAUMUR;1995;3;Non;101;1;41676;3392;3766;CA
10333;Décorations sur la voie publique;Jardiniere;2;;RUE;JACQUES HILARET;75012;172;323;323;Non;168.53660646;;;;;2;;111;15;JDE7281;SV;7281;CA
11347;Décorations sur la voie publique;Jardiniere;1;;RUE;LOUISE HERVIEU;75012;76;77;77;Non;64.86828681;2015;;;;1;;111;15;JDE9537;SV;9537;CA
10960;Décorations sur la voie publique;Jardiniere;92;V;RUE DE LA;TOMBE ISSOIRE;75014;115;85;85;Non;48.32726078;2007;;;;1;;114;21;JDE7389;SV;7389;CA
11399;Murs végétalisés;Murs vegetalises;11;;RUE;JEAN DE BEAUVAIS;75005;4;;;Non;17.97744937;2015;;;;1;;113;4;JDE9571;SV;9571;CA
530;Promenades ouvertes;Square;6;;PLACE;SAINT-PIERRE;75018;23855;25539;12500;Oui;1002.63086191;1927;;SQUARE WILLETTE;2004;1;Non;118;37;62696;4137;5024;CP
10873;Décorations sur la voie publique;Jardiniere;10;;RUE DE L';ABBE PATUREAU;75018;21;59;59;Non;56.20083198;;;;;5;;118;37;JDE6225;SV;6225;CA
11515;Ephémères, partagés, pédagogiques;Jardin partage;45;;RUE;FESSART;75019;351;395;395;Oui;77.1307576;2006;;;;1;Non;119;43;65124;888;6692;CA
723;Périphérique;Talus;0;;;;75019;4471;;;Non;1245.5647365;;;;;1;;999;;0;0;0;0
209;Périphérique;Talus;0;;;;75012;132;;;Non;73.62231536;;;;;1;;9;;0;0;0;0
647;Périphérique;Talus;0;;;;75018;119;;;Non;96.46752126;;;;;1;;999;;0;0;0;0
