# name;planet_status;mass;mass_error_min;mass_error_max;mass_sini;mass_sini_error_min;mass_sini_error_max;radius;radius_error_min;radius_error_max;orbital_period;orbital_period_error_min;orbital_period_error_max;semi_major_axis;semi_major_axis_error_min;semi_major_axis_error_max;eccentricity;inclination;angular_distance;discovered;detection_type;mag_v;star_distance;star_mass
HD 22496 b;Confirmed;;;;0.01753;0.00214;0.0023;;;;5.09071;0.00026;0.00026;0.051;0.0026;0.0026;;;;2021;Radial Velocity;8.0;13.602;0.684
HD 22781 b;Confirmed;;;;13.65;0.97;0.97;;;;528.07;0.14;0.14;1.167;0.039;0.039;0.8191;;0.03671;2011;Radial Velocity;8.77;31.79;0.75
HD 23079 b;Confirmed;;;;2.45;0.21;0.21;;;;730.6;5.7;5.7;1.596;0.093;0.093;0.102;;0.043103;2001;Radial Velocity;7.1;34.8;1.1
HD 23127 b;Confirmed;;;;1.5;0.2;0.2;;;;1214.0;9.0;9.0;2.4;0.3;0.3;0.44;;0.026936;2007;Radial Velocity;8.58;89.1;1.13
HD 231701 b;Confirmed;;;;1.08;;;;;;141.89;0.15;0.15;0.53;;;0.096;;0.004889;2007;Radial Velocity;8.97;108.4;1.14
HD 233604 b;Confirmed;;;;6.575;;;;;;192.0;0.22;0.22;0.747;;;0.05;;;2013;Radial Velocity;10.41;;1.5
HD 233832 b;Confirmed;;;;2.72;0.23;0.23;;;;4047.0;117.0;91.0;4.438;0.09;0.07;0.381;;;2018;Radial Velocity;10.0;58.8;0.71
HD 23472 b;Confirmed;0.05638;0.044;0.00444;;;;0.16701;0.11785;0.11785;17.667;0.095;0.142;0.121;0.001;0.001;0.0;;;2018;Primary Transit;9.7;39.1;0.75
HD 23472 c;Confirmed;0.05405;0.04333;0.00337;;;;0.19172;0.03078;0.03078;29.625;0.171;0.224;0.17;0.001;0.001;0.0;;;2018;Primary Transit;9.7;39.1;0.75
HD 23596 b;Confirmed;;;;8.1;;;;;;1565.0;21.0;21.0;2.88;;;0.292;;0.055385;2002;Radial Velocity;7.24;52.0;1.27
HD 238090 b;Confirmed;;;;0.02168;0.00299;0.00299;;;;13.671;0.011;0.011;0.0932;0.0011;0.0011;0.3;;;2020;Radial Velocity;10.0;14.24;0.578
HD 238914 b;Confirmed;;;;6.0;2.7;2.7;;;;4100.0;240.0;210.0;5.7;0.9;0.9;0.56;;;2018;Radial Velocity;12.0;590.0;1.47
HD 240210 b;Confirmed;;;;6.9;;;;;;501.75;2.33;2.33;1.33;;;0.15;;0.009301;2009;Radial Velocity;8.33;143.0;1.25
HD 240237 b;Confirmed;;;;5.3;;;;;;745.7;13.8;13.8;1.9;;;0.4;;0.001267;2010;Radial Velocity;8.19;1500.0;1.69
HD 24040 b;Confirmed;;;;4.01;0.49;0.49;;;;3668.0;170.0;170.0;4.92;0.38;0.38;0.04;;0.105784;2006;Radial Velocity;7.52;46.51;1.18
HD 24040 c;Confirmed;;;;0.201;0.027;0.027;;;;515.4;2.5;2.2;1.3;0.021;0.021;0.11;;;2021;Radial Velocity;7.52;46.51;1.18
HD 24064 b;Confirmed;;;;9.4;1.3;1.3;;;;555.6;3.0;3.0;1.29;0.05;0.05;0.35;;;2015;Radial Velocity;6.75;264.4;1.0
HD 24085 b;Confirmed;;;;0.0371;0.0098;0.0098;;;;2.0455;0.0002;0.0002;0.034;0.001;0.001;0.22;;;2019;Radial Velocity;;54.97;1.22
HD 25015 b;Confirmed;;;;4.48;0.3;0.3;;;;6019.0;263.0;680.0;6.19;0.23;0.45;0.39;;;2019;Radial Velocity;8.9;37.45;0.86
HD 25171 b;Confirmed;;;;0.95;0.1;0.1;;;;1845.0;15.0;15.0;3.02;0.16;0.16;0.08;;0.054909;2010;Radial Velocity;7.79;55.0;1.09
HD 25723 b;Confirmed;;;;2.51;;;;;;456.78;;;1.49;;;0.05;;;2020;Radial Velocity;5.6;117.9;2.12
HD 25723 c;Confirmed;;;;1.33;;;;;;2369.84;;;4.35;;;0.22;;;2020;Radial Velocity;5.6;117.9;2.12
HD 26161 b;Confirmed;;;;0.0425;0.0116;0.0267;;;;32000.0;10000.0;21000.0;20.4;4.9;7.9;0.82;;;2021;Radial Velocity;;;
HD 2638 b;Confirmed;;;;0.48;;;1.04;;;3.43752;0.008239;0.008239;0.044;;;0.0407;;0.000819;2005;Radial Velocity;9.44;53.71;0.93
HD 2685 b;Confirmed;1.18;0.09;0.09;;;;1.44;0.01;0.01;4.12692;4E-05;4E-05;0.0568;0.0002;0.0003;0.0;89.4;;2018;Primary Transit;9.59;197.98;1.44
HD 26965 b;Confirmed;;;;0.02665;0.00148;0.00148;;;;42.378;0.01;0.01;0.215;0.008;0.008;0.04;;;2018;Radial Velocity;4.4;4.98;0.78
HD 27442 b;Confirmed;;;;1.35;0.11;0.11;;;;415.2;0.5;0.5;1.16;0.11;0.11;0.058;;0.064088;2000;Radial Velocity;4.44;18.1;1.2
HD 27631 b;Confirmed;;;;1.45;0.14;0.14;;;;2208.0;66.0;66.0;3.25;0.07;0.07;0.12;;;2011;Radial Velocity;8.25;45.5;
HD 27894 b;Confirmed;;;;0.665;0.007;0.009;;;;18.02;0.02;0.01;0.125;0.0001;0.0001;0.047;;0.002879;2005;Radial Velocity;9.36;42.37;0.8
HD 27894 c;Confirmed;;;;0.162;0.04;0.011;;;;36.07;0.09;0.26;0.198;0.001;0.001;0.015;;;2017;Radial Velocity;9.36;42.37;0.8
HD 27894 d;Confirmed;;;;5.415;1.214;0.239;;;;5174.0;82.0;171.0;5.448;0.058;0.119;0.389;;;2017;Radial Velocity;9.36;42.37;0.8
HD 27969 b;Confirmed;;;;4.8;0.24;0.24;;;;654.5;5.8;5.8;1.552;0.033;0.033;0.182;;;2021;Radial Velocity;7.65;68.06;1.16
HD 28185 b;Confirmed;;;;5.7;;;;;;383.0;2.0;2.0;1.03;;;0.07;;0.026142;2001;Radial Velocity;7.81;39.4;1.24
HD 28254 A b;Confirmed;;;;1.16;0.06;0.1;;;;1116.0;26.0;26.0;2.15;0.05;0.05;0.81;;0.038256;2009;Radial Velocity;7.71;56.2;1.06
HD 283668 b;Confirmed;;;;53.4;4.0;4.0;;;;2558.0;8.0;8.0;3.3;0.11;0.11;0.577;;;2016;Radial Velocity;9.44;42.3;0.68
HD 283869 b;Confirmed;;;;;;;0.1749;0.0116;0.0116;106.0;25.0;74.0;0.4;;;;89.744;;2018;Primary Transit;10.6;47.51;0.74
HD 284149 b;Confirmed;32.0;18.0;14.0;;;;;;;;;;400.0;;;;;;2014;Imaging;9.63;108.2;1.14
HD 285507 b;Confirmed;;;;0.917;0.033;0.033;;;;6.0962;0.0002;0.0002;0.0729;0.003;0.003;0.023;;;2013;Radial Velocity;10.5;41.3;0.734
HD 28678 b;Confirmed;;;;1.7;0.1;0.1;;;;387.1;4.2;4.2;1.24;0.03;0.03;0.168;;0.005463;2011;Radial Velocity;8.54;227.0;1.74
HD 29021 b;Confirmed;;;;2.4;0.2;0.2;;;;1362.3;4.0;4.6;2.28;0.08;0.07;0.459;;;2017;Radial Velocity;7.76;30.6;0.85
HD 290327 b;Confirmed;;;;2.54;0.14;0.17;;;;2443.0;117.0;117.0;3.43;0.12;0.12;0.08;;0.062477;2009;Radial Velocity;8.96;54.9;0.9
HD 29399 b;Confirmed;;;;1.57;0.11;0.11;;;;892.7;5.9;5.9;1.913;0.008;0.008;0.05;;;2021;Radial Velocity;;44.2;1.15
HD 2952 b;Confirmed;;;;1.6;;;;;;311.6;1.9;1.7;1.2;;;0.129;;;2013;Radial Velocity;5.93;115.2;2.54
HD 30177 b;Confirmed;;;;8.07;0.12;0.12;;;;2532.5;10.6;10.6;3.58;0.01;0.01;0.18;;;2002;Radial Velocity;8.41;54.7;1.05
HD 30177 c;Confirmed;;;;3.0;0.3;0.3;;;;6921.0;621.0;621.0;6.99;0.42;0.42;0.35;;;2016;Radial Velocity;8.41;54.7;1.05
HD 30562 b;Confirmed;;;;1.29;0.08;0.08;;;;1157.0;27.0;27.0;2.3;0.02;0.02;0.76;;0.086792;2009;Radial Velocity;5.77;26.5;1.219
HD 30669 b;Confirmed;;;;0.47;0.06;0.06;;;;1684.0;61.0;61.0;2.69;0.08;0.08;0.18;;;2014;Radial Velocity;9.11;57.0;0.92
HD 30856 A b;Confirmed;;;;1.8;0.2;0.2;;;;912.0;41.0;41.0;2.0;0.08;0.08;0.24;;0.016935;2011;Radial Velocity;8.07;118.1;1.35
HD 31253 b;Confirmed;;;;0.5;0.07;0.07;;;;466.0;3.0;3.0;1.26;0.006;0.006;0.3;;0.023411;2010;Radial Velocity;7.13;53.82;1.23
HD 31527 b;Confirmed;;;;0.0363;0.0025;0.0025;;;;16.557;0.003;0.003;0.1253;0.002;0.002;0.16;;0.003246;2011;Radial Velocity;7.48;38.6;
HD 31527 c;Confirmed;;;;0.0498;0.00345;0.00345;;;;51.2;0.03;0.03;0.2665;0.0044;0.0044;0.08;;0.006904;2011;Radial Velocity;7.48;38.6;
HD 31527 d;Confirmed;;;;0.0519;0.0257;0.0257;;;;274.2;1.0;1.0;0.8181;0.0203;0.0203;0.67;;0.021194;2011;Radial Velocity;7.48;38.6;
HD 3167 b;Confirmed;0.0158;0.0012;0.0012;;;;0.152;0.013;0.016;0.959624;2.8e-05;2.8e-05;0.0186;0.0003;0.0003;;83.4;;2016;Primary Transit;8.94;47.36;0.94
HD 3167 c;Confirmed;0.0308;0.0039;0.00409;;;;0.255;0.02;0.02;29.83832;0.003199;0.002905;0.1841;0.0028;0.0027;0.267;89.5;;2016;Primary Transit;8.94;47.36;0.94
HD 3167 d;Confirmed;;;;0.0217;0.0022;0.0022;;;;8.492;0.024;0.023;0.07757;0.00027;0.00027;0.36;;;2017;Radial Velocity;8.94;47.36;0.94
HD 32518 b;Confirmed;;;;3.04;0.69;0.69;;;;157.54;0.38;0.38;0.59;0.03;0.03;0.01;;0.005026;2009;Radial Velocity;6.44;117.4;1.13
HD 32963 b;Confirmed;;;;0.7;0.03;0.03;;;;2372.0;26.0;26.0;3.41;0.02;0.02;0.07;;;2015;Radial Velocity;7.6;;0.94
HD 330075 b;Confirmed;;;;0.62;;;1.06;;;3.6413;0.00187;0.00187;0.039;;;0.0187;;0.000777;2004;Radial Velocity;9.36;50.2;0.95
HD 331093 b;Confirmed;;;;1.5;0.11;0.11;;;;621.62;16.11;16.11;1.44;0.07;0.07;0.59;;;2021;Radial Velocity;8.0;50.265;
HD 33142 b;Confirmed;;;;1.385;0.064;0.064;1.235;;;326.0;1.2;1.2;1.07;0.09;0.09;0.066;;0.008413;2011;Radial Velocity;7.96;126.0;1.54
HD 33142 c;Confirmed;;;;0.62;0.11;0.11;1.277;;;809.0;26.0;26.0;1.96;0.17;0.17;0.16;;;2010;Radial Velocity;7.96;126.0;1.54
HD 332231 b;Confirmed;0.244;0.021;0.021;;;;0.867;0.025;0.027;18.71204;0.00043;0.00043;0.1436;0.0033;0.0032;0.032;89.68;;2020;Primary Transit;8.56;8.56;1.127
HD 33283 b;Confirmed;;;;0.33;;;0.99;;;18.1801;0.008;0.008;0.168;;;0.458;;0.001953;2006;Radial Velocity;8.05;86.0;1.24
HD 33564 b;Confirmed;;;;9.1;;;;;;388.0;3.0;3.0;1.1;;;0.34;;0.052431;2005;Radial Velocity;5.08;20.98;1.25
HD 33632 b;Confirmed;50.0;5.0;5.6;;;;;;;39082.0;10230.0;7670.0;23.6;4.5;3.2;0.12;44.8;;2021;Astrometry;;26.56;1.03
HD 33844 b;Confirmed;;;;1.96;0.12;0.12;;;;551.4;7.8;7.8;1.6;0.02;0.02;0.15;;;2013;Radial Velocity;;100.9;1.75
HD 33844 c;Confirmed;;;;1.75;0.18;0.18;;;;916.0;29.5;29.5;2.24;0.05;0.05;0.13;;;2015;Radial Velocity;;100.9;1.75
HD 34445 b;Confirmed;;;;0.629;0.028;0.028;;;;1056.7;4.7;4.7;2.075;0.016;0.016;0.014;;0.044516;2004;Radial Velocity;7.31;46.5;1.07
HD 34445 c;Confirmed;;;;0.168;0.016;0.016;;;;214.67;0.45;0.45;0.7181;0.0049;0.0049;0.036;;;2017;Radial Velocity;7.31;46.5;1.07
HD 34445 d;Confirmed;;;;0.097;0.037;0.13;;;;117.87;0.18;0.18;0.4817;0.0033;0.0033;0.027;;;2017;Radial Velocity;7.31;46.5;1.07
HD 34445 e;Confirmed;;;;0.0529;0.0089;0.0089;;;;49.175;0.045;0.045;0.2687;0.0019;0.0019;0.09;;;2017;Radial Velocity;7.31;46.5;1.07
HD 34445 f;Confirmed;;;;0.119;0.021;0.021;;;;676.8;7.9;7.9;1.543;0.016;0.016;0.031;;;2017;Radial Velocity;7.31;46.5;1.07
HD 34445 g;Confirmed;;;;0.38;0.13;0.13;;;;5700.0;1500.0;1500.0;6.36;1.02;1.02;0.032;;;2017;Radial Velocity;7.31;46.5;1.07
HD 35759 b;Confirmed;;;;3.76;0.17;0.17;;;;82.467;0.019;0.019;0.389;0.09;0.09;0.389;;;2016;Radial Velocity;7.74;72.5;1.15
HD 3651 b;Confirmed;0.23;0.013;0.297;0.228;0.011;0.011;;;;62.25;0.004;0.004;0.295;0.029;0.029;0.645;83.0;0.025818;2003;Radial Velocity;5.8;11.0;0.79
HD 3651B;Confirmed;53.0;15.0;15.0;;;;0.8;0.06;0.06;;;;476.0;6.0;6.0;;;;2006;Imaging;5.8;11.0;0.79
HD 37124 b;Confirmed;;;;0.675;0.017;0.017;;;;154.378;0.028;0.028;0.53364;0.0002;0.0002;0.054;;0.016171;1999;Radial Velocity;7.68;33.0;0.83
HD 37124 c;Confirmed;;;;0.652;0.052;0.052;;;;885.5;5.1;5.1;1.71;0.0065;0.0065;0.125;;0.051818;2005;Radial Velocity;7.68;33.0;0.83
HD 37124 d;Confirmed;;;;0.696;0.059;0.059;;;;1862.0;38.0;38.0;2.807;0.038;0.038;0.16;;0.085061;2003;Radial Velocity;7.68;33.0;0.83
HD 37605 b;Confirmed;;;;2.813;0.032;0.032;;;;55.01307;0.00063;0.00063;0.2837;0.0016;0.0016;0.6767;;0.006613;2004;Radial Velocity;8.66;44.0;1.0
HD 37605 c;Confirmed;;;;3.366;0.072;0.072;;;;2720.0;57.0;57.0;3.814;0.058;0.058;0.013;;;2012;Radial Velocity;8.66;44.0;1.0
HD 38283 b;Confirmed;;;;0.34;0.02;0.02;;;;363.2;1.6;1.6;1.02;0.07;0.07;0.41;;0.027056;2011;Radial Velocity;6.7;37.7;1.085
HD 38529 b;Confirmed;0.93;0.11;0.21;0.78;;;;;;14.3104;0.0002;0.0002;0.131;0.0015;0.0015;0.248;57.0;0.003335;2000;Radial Velocity;5.94;39.28;1.48
HD 38529 c;Confirmed;23.7;3.1;4.1;17.7;1.4;1.7;;;;2134.76;0.4;0.4;3.695;0.043;0.043;0.36;48.3;0.094068;2002;Radial Velocity;5.94;39.28;1.48
HD 38677 b;Confirmed;;;;0.07636;0.005;0.005;;;;18.57;0.01;0.01;0.1462;0.0012;0.0012;0.083;;;2019;Radial Velocity;8.0;62.0;1.21
HD 38677 c;Confirmed;;;;0.0302;0.00497;0.00497;0.16184;;;6.584;0.002;0.002;0.0733;0.0007;0.0007;0.057;;;2019;Radial Velocity;8.0;62.0;1.21
HD 38677 d;Confirmed;;;;0.01054;0.0011;0.0011;1.393;;;2.882;0.001;0.001;0.0422;0.0003;0.0003;0.07;;;2020;Radial Velocity;8.0;62.0;1.21
HD 38677 e;Confirmed;;;;0.01299;0.00359;0.00359;1.471;;;5.516;0.004;0.004;0.0651;0.0005;0.0005;0.07;;;2019;Radial Velocity;8.0;62.0;1.21
HD 38801 b;Confirmed;;;;10.13;0.23;0.23;1.134;;;686.8;1.4;1.4;1.66;0.11;0.11;0.059;;0.017103;2010;Radial Velocity;8.26;99.4;1.26
HD 38858 b;Confirmed;;;;0.0961;0.012;0.012;;;;407.15;4.2857;4.2857;1.0376;0.0189;0.0189;0.27;;0.068263;2011;Radial Velocity;5.97;15.2;
HD 39194 b;Confirmed;;;;0.013;0.0009;0.0009;;;;5.6368;0.0004;0.0004;0.056;0.001;0.001;0.207;;0.002004;2011;Radial Velocity;8.08;25.9;
HD 39194 c;Confirmed;;;;0.0198;0.0016;0.0016;;;;14.03;0.003;0.003;0.103;0.002;0.002;0.154;;0.003683;2011;Radial Velocity;8.08;25.9;
HD 39194 d;Confirmed;;;;0.013;0.0019;0.0019;;;;33.91;0.03;0.03;0.185;0.0033;0.0033;0.333;;0.006641;2011;Radial Velocity;8.08;25.9;
HD 39392 b;Confirmed;;;;13.2;0.8;0.8;;;;394.3;1.4;1.4;1.08;0.03;0.03;0.394;;;2016;Radial Velocity;8.38;94.2;1.08
HD 39855 b;Confirmed;;;;0.0267;0.0047;0.0047;;;;3.2498;0.0004;0.0004;0.041;0.001;0.001;0.14;;;2019;Radial Velocity;;23.28;0.87
HD 40307 b;Confirmed;;;;0.012;0.00094;0.00094;;;;4.3114;0.0002;0.0002;0.0475;0.0011;0.0011;0.12;;0.003672;2008;Radial Velocity;7.17;12.8;0.77
HD 40307 c;Confirmed;;;;0.0202;0.0014;0.0014;;;;9.621;0.0008;0.0008;0.0812;0.0018;0.0018;0.05;;0.006328;2008;Radial Velocity;7.17;12.8;0.77
HD 40307 d;Confirmed;;;;0.0275;0.0018;0.0018;;;;20.412;0.004;0.004;0.134;0.0029;0.0029;0.07;;0.010469;2008;Radial Velocity;7.17;12.8;0.77
HD 40307 e;Confirmed;;;;0.011;0.0044;0.0044;;;;34.62;0.21;0.21;0.1886;0.0104;0.0083;0.15;;;2012;Radial Velocity;7.17;12.8;0.77
HD 40307 f;Confirmed;;;;0.0114;0.0019;0.0019;;;;51.68;0.07;0.07;0.2485;0.0054;0.0054;0.19;;;2012;Radial Velocity;7.17;12.8;0.77
HD 40307 g;Confirmed;;;;0.0223;0.0082;0.0082;;;;197.8;5.7;9.0;0.6;0.034;0.034;0.29;;;2012;Radial Velocity;7.17;12.8;0.77
HD 40956 b;Confirmed;;;;2.7;0.6;0.6;;;;578.6;3.3;3.3;1.4;0.1;0.1;0.24;;;2017;Radial Velocity;6.6;118.0;2.0
HD 40979 b;Confirmed;;;;4.01;0.13;0.13;;;;264.1;0.23;0.23;0.846;0.007;0.007;0.252;;0.024925;2002;Radial Velocity;6.74;33.3;1.1
HD 41004 A b;Confirmed;;;;2.54;0.74;0.74;;;;963.0;38.0;38.0;1.64;;;0.39;;0.038588;2004;Radial Velocity;8.65;42.5;0.7
HD 41004 B b;Confirmed;;;;18.4;0.22;0.22;1.06;;;1.32363;8.9e-05;8.9e-05;0.0177;;;0.058;;0.000411;2004;Radial Velocity;12.33;43.03;0.4
HD 4113 A b;Confirmed;;;;1.56;0.04;0.04;;;;526.62;0.3;0.3;1.28;;;0.903;;0.029091;2007;Radial Velocity;7.88;44.0;0.99
HD 42012 b;Confirmed;;;;1.6;0.1;0.1;;;;857.5;6.3;6.2;1.67;0.06;0.05;0.0;;;2017;Radial Velocity;8.44;37.1;0.83
HD 4203 b;Confirmed;;;;1.82;0.05;0.05;;;;437.05;0.27;0.27;1.164;0.067;0.067;0.52;;0.015019;2001;Radial Velocity;8.68;77.5;1.13
HD 4203 c;Confirmed;;;;2.17;0.52;0.52;;;;6700.0;4500.0;4500.0;;;;0.24;;;2014;Radial Velocity;8.68;77.5;1.13
HD 4208 b;Confirmed;;;;0.804;0.073;0.073;;;;828.0;8.1;8.1;1.65;0.096;0.096;0.052;;0.050147;2001;Radial Velocity;7.79;33.9;0.87
HD 42618 b;Confirmed;;;;0.0453;0.0079;0.0079;;;;149.61;0.34;0.37;0.554;0.011;0.011;0.19;;;2016;Radial Velocity;6.84;23.5;1.015
HD 42936 b;Confirmed;;;;0.00812;0.00182;0.00182;;;;6.6732;0.0003;0.0003;0.0662;0.0013;0.0013;0.14;;;2019;Radial Velocity;9.1;48.9;0.87
HD 4308 b;Confirmed;;;;0.0405;0.005;0.005;;;;15.609;0.007;0.007;0.118;0.009;0.009;0.27;;0.005388;2005;Radial Velocity;6.54;21.9;0.85
HD 4313 b;Confirmed;;;;2.3;0.2;0.2;;;;356.0;2.6;2.6;1.19;0.03;0.03;0.041;;0.008686;2010;Radial Velocity;7.83;137.0;1.72
HD 43197 b;Confirmed;;;;0.6;0.04;0.12;;;;327.8;1.2;1.2;0.92;0.02;0.02;0.83;;0.016758;2009;Radial Velocity;8.95;54.9;0.96
HD 43691 A b;Confirmed;;;;2.57;0.34;0.3;;;;36.99913;0.00092;0.00095;0.238;0.016;0.014;0.085;;0.002575;2007;Radial Velocity;8.03;93.2;1.38
HD 44219 b;Confirmed;;;;0.58;0.04;0.06;;;;472.3;5.0;5.0;1.19;0.02;0.02;0.61;;0.023597;2009;Radial Velocity;7.69;50.43;1.0
HD 44385 b;Confirmed;;;;5.9;1.1;1.1;;;;473.5;4.9;4.9;1.4;0.1;0.1;0.2;;;2018;Radial Velocity;6.6;214.0;1.8
HD 45184 b;Confirmed;;;;0.04;;;;;;5.8872;;;0.0638;;;0.3;;0.002913;2011;Radial Velocity;6.37;21.9;
HD 45184 c;Confirmed;;;;0.0277;0.0032;0.0034;;;;13.1354;0.0025;0.0026;0.11;0.0036;0.0034;0.07;;;2019;Radial Velocity;6.37;21.9;
HD 45350 b;Confirmed;;;;1.79;0.14;0.14;;;;890.76;37.42;37.42;1.92;0.067;0.067;0.778;;0.039184;2004;Radial Velocity;7.88;49.0;1.02
HD 45364 b;Confirmed;;;;0.1872;;;;;;226.93;0.37;0.37;0.6813;;;0.1684;;0.020899;2009;Radial Velocity;8.08;32.6;0.82
HD 45364 c;Confirmed;;;;0.6579;;;;;;342.85;0.28;0.28;0.8972;;;0.0974;;0.027521;2009;Radial Velocity;8.08;32.6;0.82
HD 45652 b;Confirmed;;;;0.47;;;;;;43.6;0.2;0.2;0.23;;;0.38;;0.006389;2008;Radial Velocity;8.1;36.0;0.83
HD 46375 A b;Confirmed;;;;0.23;;;1.02;;;3.02358;6.44902e-05;6.44902e-05;0.041;;;0.0524;;0.001228;2000;Radial Velocity;7.94;33.4;0.91
HD 47186 b;Confirmed;;;;0.07167;;;;;;4.0845;0.0002;0.0002;0.05;;;0.038;;0.001321;2008;Radial Velocity;7.8;37.84;0.99
HD 47186 c;Confirmed;;;;0.35061;;;;;;1353.6;57.1;57.1;2.395;;;0.249;;0.063293;2008;Radial Velocity;7.8;37.84;0.99
HD 4732 A b;Confirmed;;;;2.37;0.34;0.34;;;;360.2;1.4;1.4;1.19;0.05;0.05;0.13;;;2013;Radial Velocity;5.9;56.5;1.74
HD 4732 A c;Confirmed;;;;2.37;0.38;0.38;;;;2732.0;81.0;81.0;4.6;0.23;0.23;0.23;;;2013;Radial Velocity;5.9;56.5;1.74
HD 47366 b;Confirmed;;;;1.75;0.2;0.2;;;;363.3;2.5;2.5;1.214;0.03;0.03;0.089;;;2016;Radial Velocity;6.11;80.0;1.81
HD 47366 c;Confirmed;;;;1.86;0.16;0.16;;;;684.7;5.0;5.0;1.853;0.045;0.045;0.278;;;2016;Radial Velocity;6.11;80.0;1.81
HD 4747 b;Confirmed;66.6;3.5;3.5;;;;;;;12090.0;256.0;256.0;16.4;3.3;3.9;0.734;50.0;;2016;Radial Velocity;7.15;18.69;0.82
HD 47536 b;Confirmed;;;;5.0;;;;;;430.0;;;1.61;;;0.2;;0.013266;2003;Radial Velocity;5.25;121.36;0.94
HD 48265 b;Confirmed;;;;1.16;0.38;0.38;;;;700.0;8.0;8.0;1.51;;;0.18;;0.017277;2008;Radial Velocity;8.07;87.4;0.93
HD 4917 b;Confirmed;;;;1.615;0.09;0.09;1.224;;;400.5;1.7;1.7;;;;;;;2013;Radial Velocity;8.04;134.4;1.32
HD 49674 b;Confirmed;;;;0.1;;;0.98;;;4.94739;0.000974925;0.000974925;0.058;0.0033;0.0033;0.0495;;0.001425;2002;Radial Velocity;8.1;40.7;1.07
HD 50499 b;Confirmed;;;;1.45;0.08;0.08;;;;2483.7;18.3;18.3;3.93;0.07;0.07;0.27;;0.081676;2005;Radial Velocity;7.21;47.26;1.31
HD 50499 c;Confirmed;;;;2.93;0.18;0.73;;;;8620.0;402.0;2623.0;9.02;0.33;1.73;0.0;;0.084638;2005;Radial Velocity;7.21;47.26;1.31
HD 50554 b;Confirmed;;;;5.16;;;;;;1293.0;37.0;37.0;2.41;;;0.5;;0.077667;2002;Radial Velocity;6.86;31.03;1.04
HD 51608 b;Confirmed;;;;0.04;0.0018;0.0018;;;;14.071;0.001;0.002;0.10805;1E-05;1E-05;0.081;;0.003043;2011;Radial Velocity;8.17;34.8;
HD 51608 c;Confirmed;;;;0.0521;0.0049;0.0019;;;;95.87;0.055;0.112;0.38833;0.00015;0.00032;0.232;;0.010894;2011;Radial Velocity;8.17;34.8;
HD 52265 b;Confirmed;;;;1.21;0.05;0.05;;;;119.27;0.02;0.02;0.52;0.009;0.009;0.27;;0.017857;2000;Radial Velocity;6.3;28.0;1.2
HD 5278 b;Confirmed;0.0245;0.0044;0.0044;;;;0.2186;0.0045;0.0045;14.33902;7E-05;7E-05;0.12;0.0031;0.0031;0.08;89.27;;2021;Primary Transit;8.0;56.12;1.126
HD 5278 c;Confirmed;;;;;;;;;;40.87;0.18;0.18;0.2416;0.0027;0.0027;0.07;;;2021;Radial Velocity;8.0;56.12;1.126
HD 5319 b;Confirmed;;;;1.94;;;;;;675.0;17.0;17.0;1.75;;;0.12;;0.0175;2007;Radial Velocity;8.05;100.0;1.56
HD 5319 c;Confirmed;;;;1.15;0.08;0.08;;;;886.0;8.0;8.0;2.071;0.013;0.013;0.15;;;2016;Radial Velocity;8.05;100.0;1.56
HD 5433 b;Confirmed;;;;49.11;3.4;3.4;;;;576.6;1.59;1.59;1.37;0.06;0.06;0.81;;;2021;Radial Velocity;8.65;62.4;
HD 55696 b;Confirmed;;;;3.87;0.72;0.72;;;;1827.0;10.0;10.0;3.18;0.18;0.18;0.705;;;2018;Radial Velocity;7.9;72.0;1.29
HD 5583 b;Confirmed;;;;5.78;0.53;0.53;;;;139.35;0.22;0.22;0.53;0.02;0.02;0.076;;;2016;Radial Velocity;7.6;221.0;1.01
HD 5608 b;Confirmed;;;;1.681;0.081;0.081;1.222;;;779.9;4.9;4.9;1.911;0.088;0.088;0.056;;;2012;Radial Velocity;5.99;58.2;1.53
HD 564 b;Confirmed;;;;0.33;0.03;0.03;;;;492.3;2.3;2.3;1.2;0.02;0.02;0.096;;;2014;Radial Velocity;8.29;54.0;0.92
HD 5891 b;Confirmed;;;;7.6;0.4;0.4;;;;177.11;0.31;0.31;0.76;0.02;0.02;0.066;;0.003028;2011;Radial Velocity;8.25;251.0;1.91
HD 59686 A b;Confirmed;;;;6.92;0.24;0.18;;;;299.36;0.31;0.26;1.086;0.0007;0.0006;0.05;;0.009902;2003;Radial Velocity;5.45;96.8;1.9
HD 60292 b;Confirmed;;;;6.5;1.0;1.0;;;;495.4;3.0;3.0;1.5;0.1;0.1;0.27;;;2020;Radial Velocity;6.9;318.5;1.7
HD 60532 b;Confirmed;9.21;0.0;0.0;3.15;;;;;;201.83;0.14;0.14;0.77;;;0.278;20.0;0.029961;2008;Radial Velocity;4.45;25.7;1.44
HD 60532 c;Confirmed;21.81;0.0;0.0;7.46;;;;;;607.06;2.1;2.1;1.58;;;0.038;20.0;0.061479;2008;Radial Velocity;4.45;25.7;1.44
HD 62509 b;Confirmed;;;;2.9;0.1;0.1;;;;589.64;0.81;0.81;1.69;0.03;0.03;0.02;;0.163443;2006;Radial Velocity;1.15;10.34;1.47
HD 63433 b;Confirmed;;;;;;;0.1918;0.009;0.009;7.10793;0.00034;0.0004;0.0719;0.0044;0.0031;0.0;89.38;;2020;Primary Transit;7.0;22.42;0.99
